IMG_0281.tiff,
0.0191608, 0.0118088, 0.0095561, 
0.0483052, 0.0294047, 0.0243772, 
0.0173327, 0.0199054, 0.0257465, 
0.0157732, 0.0150394, 0.0103927, 
0.0261195, 0.0243388, 0.0341318, 
0.0352919, 0.0470399, 0.0429280, 
0.0622621, 0.0245571, 0.0101404, 
0.0154227, 0.0188463, 0.0354287, 
0.0406190, 0.0151675, 0.0139332, 
0.0136674, 0.0097598, 0.0131792, 
0.0422755, 0.0383937, 0.0165275, 
0.0674185, 0.0331905, 0.0118396, 
0.0093516, 0.0122901, 0.0261420, 
0.0230106, 0.0300139, 0.0170227, 
0.0390034, 0.0113222, 0.0086616, 
0.0885876, 0.0520617, 0.0160601, 
0.0418983, 0.0186489, 0.0260518, 
0.0164127, 0.0283066, 0.0372947, 
0.1151745, 0.1024994, 0.0972452, 
0.0764935, 0.0669379, 0.0631744, 
0.0486083, 0.0429662, 0.0409902, 
0.0281282, 0.0238651, 0.0223471, 
0.0153061, 0.0139680, 0.0130272, 
0.0066860, 0.0064291, 0.0061755, 

IMG_0282.tiff,
0.0151141, 0.0104132, 0.0091412, 
0.0382480, 0.0257089, 0.0230055, 
0.0152527, 0.0177588, 0.0230456, 
0.0146515, 0.0136702, 0.0098421, 
0.0243848, 0.0228086, 0.0317370, 
0.0262036, 0.0371214, 0.0378093, 
0.0432298, 0.0189202, 0.0098187, 
0.0170642, 0.0176768, 0.0312131, 
0.0432184, 0.0164605, 0.0151369, 
0.0134356, 0.0099616, 0.0139785, 
0.0430050, 0.0426530, 0.0198805, 
0.0646262, 0.0362665, 0.0131880, 
0.0091385, 0.0097488, 0.0176632, 
0.0226927, 0.0304977, 0.0184210, 
0.0421576, 0.0125073, 0.0092571, 
0.0874124, 0.0566785, 0.0186116, 
0.0489839, 0.0215690, 0.0313011, 
0.0188144, 0.0360614, 0.0470348, 
0.0692203, 0.0618151, 0.0632113, 
0.0672824, 0.0610217, 0.0595685, 
0.0521163, 0.0465858, 0.0446496, 
0.0302779, 0.0271562, 0.0253219, 
0.0170821, 0.0155184, 0.0147153, 
0.0076618, 0.0063935, 0.0064276, 

IMG_0283.tiff,
0.0663481, 0.0406825, 0.0315439, 
0.1887357, 0.1142034, 0.0938194, 
0.0642107, 0.0735176, 0.0949700, 
0.0581618, 0.0526788, 0.0321776, 
0.0989008, 0.0886459, 0.1215244, 
0.1232726, 0.1682277, 0.1493194, 
0.2093427, 0.0816684, 0.0333122, 
0.0486241, 0.0620886, 0.1181465, 
0.1488344, 0.0513678, 0.0469954, 
0.0437390, 0.0303384, 0.0430740, 
0.1555799, 0.1408158, 0.0568975, 
0.2321813, 0.1141295, 0.0377754, 
0.0268031, 0.0408147, 0.0881746, 
0.0767129, 0.0988850, 0.0557649, 
0.1239230, 0.0359936, 0.0276022, 
0.2650801, 0.1598308, 0.0515112, 
0.1464111, 0.0611077, 0.0862816, 
0.0543896, 0.0969740, 0.1261395, 
0.3724404, 0.3332319, 0.3159970, 
0.2430676, 0.2159487, 0.2050604, 
0.1513503, 0.1312510, 0.1232637, 
0.0840547, 0.0721297, 0.0683850, 
0.0483864, 0.0428801, 0.0411852, 
0.0195417, 0.0184904, 0.0179977, 

IMG_0284.tiff,
0.0516589, 0.0305487, 0.0226905, 
0.1594563, 0.0984630, 0.0797953, 
0.0554219, 0.0680201, 0.0886495, 
0.0454217, 0.0432920, 0.0238745, 
0.0813162, 0.0782547, 0.1103732, 
0.1002069, 0.1458817, 0.1298494, 
0.1776314, 0.0666247, 0.0236106, 
0.0360663, 0.0503205, 0.1009385, 
0.1263664, 0.0414882, 0.0377884, 
0.0334818, 0.0229600, 0.0359287, 
0.1373939, 0.1291716, 0.0481557, 
0.1941449, 0.0970206, 0.0277042, 
0.0185983, 0.0314859, 0.0736410, 
0.0606092, 0.0825879, 0.0429896, 
0.1010112, 0.0257022, 0.0185709, 
0.2445019, 0.1543488, 0.0433982, 
0.1235565, 0.0504441, 0.0755101, 
0.0410857, 0.0837449, 0.1123759, 
0.3201437, 0.2891932, 0.2715053, 
0.2067674, 0.1882875, 0.1782578, 
0.1294815, 0.1187753, 0.1123137, 
0.0705602, 0.0637935, 0.0600221, 
0.0355094, 0.0323949, 0.0310253, 
0.0130667, 0.0119494, 0.0114073, 

IMG_0285.tiff,
0.0496419, 0.0290298, 0.0212790, 
0.1465393, 0.0873277, 0.0702370, 
0.0507038, 0.0591929, 0.0761385, 
0.0427023, 0.0392386, 0.0225989, 
0.0780807, 0.0710615, 0.0972948, 
0.0996618, 0.1390363, 0.1219074, 
0.1674690, 0.0625985, 0.0224097, 
0.0350386, 0.0459739, 0.0894687, 
0.1174753, 0.0379852, 0.0341705, 
0.0326037, 0.0222660, 0.0325583, 
0.1272022, 0.1137591, 0.0427306, 
0.1923995, 0.0940544, 0.0268486, 
0.0178542, 0.0290379, 0.0669261, 
0.0560656, 0.0737650, 0.0374876, 
0.0942551, 0.0239899, 0.0172490, 
0.2224828, 0.1337962, 0.0383620, 
0.1175012, 0.0465910, 0.0679260, 
0.0408497, 0.0809978, 0.1068639, 
0.3070986, 0.2734594, 0.2542207, 
0.1973164, 0.1718087, 0.1604930, 
0.1227458, 0.1071216, 0.1003179, 
0.0668056, 0.0578540, 0.0535558, 
0.0343242, 0.0301977, 0.0289485, 
0.0136602, 0.0122102, 0.0115776, 

IMG_0286.tiff,
0.0285459, 0.0172646, 0.0129135, 
0.0804752, 0.0494583, 0.0397106, 
0.0286296, 0.0330593, 0.0413945, 
0.0243440, 0.0228515, 0.0131546, 
0.0418727, 0.0391000, 0.0534889, 
0.0531123, 0.0746183, 0.0654802, 
0.0915896, 0.0355288, 0.0138903, 
0.0199330, 0.0260773, 0.0494029, 
0.0639331, 0.0224847, 0.0200107, 
0.0184603, 0.0126223, 0.0185346, 
0.0717770, 0.0663215, 0.0262417, 
0.0988573, 0.0504453, 0.0158914, 
0.0125665, 0.0178730, 0.0373215, 
0.0345078, 0.0444544, 0.0250205, 
0.0529878, 0.0157824, 0.0116053, 
0.1221366, 0.0777932, 0.0236990, 
0.0637106, 0.0270253, 0.0379546, 
0.0225071, 0.0427679, 0.0562171, 
0.1631801, 0.1440514, 0.1317654, 
0.1036260, 0.0923038, 0.0853326, 
0.0652967, 0.0592304, 0.0550065, 
0.0375032, 0.0334298, 0.0306658, 
0.0210368, 0.0189287, 0.0177454, 
0.0082100, 0.0074250, 0.0071110, 

IMG_0287.tiff,
0.0392154, 0.0220943, 0.0153476, 
0.1213028, 0.0713607, 0.0549056, 
0.0401189, 0.0481318, 0.0597579, 
0.0329672, 0.0304008, 0.0152128, 
0.0606843, 0.0554576, 0.0743556, 
0.0736035, 0.1046024, 0.0892736, 
0.1338559, 0.0481848, 0.0160135, 
0.0261762, 0.0349849, 0.0668753, 
0.0963072, 0.0303346, 0.0259153, 
0.0250906, 0.0159156, 0.0236823, 
0.1018541, 0.0927255, 0.0329392, 
0.1451144, 0.0697137, 0.0186483, 
0.0143274, 0.0232763, 0.0505336, 
0.0464421, 0.0606688, 0.0310176, 
0.0783408, 0.0194330, 0.0130633, 
0.1816479, 0.1103113, 0.0295715, 
0.0928233, 0.0353471, 0.0491795, 
0.0284326, 0.0577562, 0.0744760, 
0.2381028, 0.2057205, 0.1822136, 
0.1506254, 0.1316958, 0.1177482, 
0.0946018, 0.0830638, 0.0741078, 
0.0506554, 0.0438064, 0.0391012, 
0.0255685, 0.0224363, 0.0201061, 
0.0087282, 0.0076331, 0.0071117, 

IMG_0289.tiff,
0.0527648, 0.0302560, 0.0212191, 
0.1655034, 0.0997952, 0.0782320, 
0.0561615, 0.0682120, 0.0858305, 
0.0450555, 0.0423205, 0.0219754, 
0.0826972, 0.0783069, 0.1066617, 
0.1021491, 0.1483495, 0.1285167, 
0.1815867, 0.0667815, 0.0222637, 
0.0363634, 0.0496445, 0.0968644, 
0.1316432, 0.0422728, 0.0369636, 
0.0341735, 0.0223647, 0.0336393, 
0.1401337, 0.1299362, 0.0467957, 
0.2012248, 0.0991125, 0.0274325, 
0.0191787, 0.0318210, 0.0716131, 
0.0638487, 0.0856570, 0.0439819, 
0.1070922, 0.0269399, 0.0184575, 
0.2505500, 0.1557162, 0.0425688, 
0.1275421, 0.0503124, 0.0722580, 
0.0409653, 0.0838633, 0.1098398, 
0.3298288, 0.2934266, 0.2653877, 
0.2112681, 0.1894662, 0.1732431, 
0.1329744, 0.1196817, 0.1091012, 
0.0708405, 0.0633414, 0.0574188, 
0.0360586, 0.0326758, 0.0300478, 
0.0122956, 0.0113139, 0.0103969, 

IMG_0290.tiff,
0.0172535, 0.0105240, 0.0080403, 
0.0433047, 0.0266660, 0.0217956, 
0.0151373, 0.0175933, 0.0215985, 
0.0148616, 0.0139637, 0.0086833, 
0.0267758, 0.0242196, 0.0317427, 
0.0348497, 0.0473947, 0.0414646, 
0.0515031, 0.0204862, 0.0084656, 
0.0124540, 0.0152136, 0.0268622, 
0.0347679, 0.0130158, 0.0115984, 
0.0121417, 0.0083589, 0.0111278, 
0.0439899, 0.0390032, 0.0156531, 
0.0648341, 0.0328141, 0.0106975, 
0.0074310, 0.0101990, 0.0204773, 
0.0197784, 0.0244179, 0.0134001, 
0.0311774, 0.0095156, 0.0073270, 
0.0695851, 0.0423124, 0.0135495, 
0.0401984, 0.0170529, 0.0230375, 
0.0155855, 0.0287512, 0.0364604, 
0.0955202, 0.0821127, 0.0749933, 
0.0609589, 0.0515931, 0.0476465, 
0.0383320, 0.0330084, 0.0302365, 
0.0224330, 0.0195249, 0.0178641, 
0.0132599, 0.0120597, 0.0111013, 
0.0057193, 0.0055281, 0.0054951, 

IMG_0291.tiff,
0.0139701, 0.0087085, 0.0067927, 
0.0436563, 0.0265784, 0.0217236, 
0.0180565, 0.0211022, 0.0264831, 
0.0146921, 0.0139408, 0.0077069, 
0.0276278, 0.0256076, 0.0343804, 
0.0348452, 0.0484161, 0.0419939, 
0.0435169, 0.0171162, 0.0069299, 
0.0116487, 0.0145575, 0.0275548, 
0.0387655, 0.0131320, 0.0115336, 
0.0115719, 0.0076898, 0.0108846, 
0.0450064, 0.0412961, 0.0156609, 
0.0661210, 0.0328215, 0.0098493, 
0.0059639, 0.0082976, 0.0172978, 
0.0168845, 0.0222925, 0.0120458, 
0.0314675, 0.0082456, 0.0060278, 
0.0756105, 0.0469813, 0.0136370, 
0.0414377, 0.0168671, 0.0238264, 
0.0149429, 0.0285193, 0.0368829, 
0.0679267, 0.0592988, 0.0572397, 
0.0514441, 0.0453872, 0.0440836, 
0.0368084, 0.0328063, 0.0311302, 
0.0222344, 0.0197777, 0.0182681, 
0.0123531, 0.0109401, 0.0102067, 
0.0057700, 0.0052749, 0.0048057, 

IMG_0292.tiff,
0.0333681, 0.0175544, 0.0110553, 
0.1056181, 0.0598033, 0.0443750, 
0.0354424, 0.0410954, 0.0495198, 
0.0276452, 0.0252194, 0.0117264, 
0.0545283, 0.0477910, 0.0622322, 
0.0641385, 0.0889055, 0.0731445, 
0.1186373, 0.0409554, 0.0118477, 
0.0226058, 0.0293914, 0.0553468, 
0.0846274, 0.0243989, 0.0199121, 
0.0222494, 0.0133741, 0.0194764, 
0.0894923, 0.0795499, 0.0263507, 
0.1263869, 0.0587189, 0.0133547, 
0.0108019, 0.0174469, 0.0398391, 
0.0361765, 0.0485158, 0.0218216, 
0.0665369, 0.0136454, 0.0081097, 
0.1628208, 0.0965081, 0.0238532, 
0.0827895, 0.0297312, 0.0413393, 
0.0246416, 0.0495040, 0.0626522, 
0.2145751, 0.1814760, 0.1561091, 
0.1376164, 0.1170435, 0.1019478, 
0.0844703, 0.0726855, 0.0629187, 
0.0449697, 0.0380196, 0.0328649, 
0.0201708, 0.0175512, 0.0153572, 
0.0073632, 0.0061543, 0.0054146, 

IMG_0293.tiff,
0.0287232, 0.0154481, 0.0096955, 
0.0951782, 0.0539371, 0.0399553, 
0.0329258, 0.0382199, 0.0454903, 
0.0258747, 0.0239183, 0.0107387, 
0.0522764, 0.0464325, 0.0597021, 
0.0629801, 0.0883018, 0.0723702, 
0.1045217, 0.0362777, 0.0102165, 
0.0202527, 0.0264715, 0.0496082, 
0.0784002, 0.0226640, 0.0182873, 
0.0210406, 0.0126269, 0.0181052, 
0.0856507, 0.0773798, 0.0252643, 
0.1254421, 0.0585055, 0.0131614, 
0.0092144, 0.0152014, 0.0344022, 
0.0325887, 0.0438911, 0.0194426, 
0.0621780, 0.0125495, 0.0074286, 
0.1537098, 0.0914434, 0.0220351, 
0.0808580, 0.0288868, 0.0396476, 
0.0241767, 0.0497118, 0.0624418, 
0.1884883, 0.1604111, 0.1366954, 
0.1234121, 0.1057955, 0.0917340, 
0.0781926, 0.0674184, 0.0580969, 
0.0424042, 0.0361571, 0.0309721, 
0.0197017, 0.0170677, 0.0146158, 
0.0072915, 0.0061367, 0.0053066, 

IMG_0295.tiff,
0.0218502, 0.0134137, 0.0100318, 
0.0660782, 0.0408158, 0.0338296, 
0.0248305, 0.0299683, 0.0391823, 
0.0205712, 0.0194643, 0.0107387, 
0.0391994, 0.0372175, 0.0522174, 
0.0477631, 0.0690394, 0.0631550, 
0.0706906, 0.0272819, 0.0105861, 
0.0169043, 0.0220635, 0.0425935, 
0.0586879, 0.0197559, 0.0178295, 
0.0168792, 0.0112808, 0.0169695, 
0.0661985, 0.0618431, 0.0237396, 
0.0956022, 0.0478880, 0.0142780, 
0.0100509, 0.0139080, 0.0295714, 
